ID,XCOORD,YCOORD
304,23.788433,40.663595
305,30.074161,32.799358
306,32.547989,31.652473
307,23.609053,37.071747
308,-10.268278,42.725435
309,13.208999,43.922098
310,6.764306,62.290585
311,35.160381,34.893373
312,25.727941,40.969452
313,-5.207280,35.202300
314,-1.482799,55.911294
315,2.915992,55.451557
316,-8.884884,65.277837
317,-10.548669,34.744803
318,31.735413,46.974832
319,8.730627,60.992640
320,-11.784878,54.295271
321,32.879143,30.464774
322,23.713944,50.446747
323,-16.919455,46.346741
324,26.310578,58.895891
325,-11.411865,34.347790
326,19.909561,40.905964
327,-12.527727,34.316725
328,-1.961311,44.592772
329,12.648871,60.820880
330,-1.611738,64.786974
331,17.187360,68.852647
332,-5.271285,42.066572
333,-13.490589,34.658892
334,40.023371,45.197081
335,0.654510,56.329115
336,19.980488,48.389705
337,21.218913,38.678984
338,-14.307137,48.305603
339,-1.501801,42.765073
340,5.217932,57.853207
341,22.513084,58.692025
342,3.490211,58.541458
343,17.879069,37.351173
344,41.716527,39.080738
345,13.239557,34.982293
346,28.444206,44.998712
347,15.026867,52.388122
348,17.907195,69.253365
349,20.158787,59.555485
350,-14.078696,61.182757
351,3.348148,45.502973
352,22.983556,55.166757
353,-15.678483,29.437070
354,-16.449186,35.536442
355,7.854557,46.574432
356,34.836575,41.549123
357,24.536000,56.890101
358,-2.404601,64.647363
359,-9.635063,30.902142
360,8.234990,39.892022
361,23.855319,40.086436
362,15.744251,45.335090
363,-5.719441,56.358965
364,34.175474,45.108384
365,32.541828,41.107670
366,14.175267,46.507098
367,21.975627,52.650368
368,4.546989,63.772526
369,-10.816104,34.765349
370,14.224325,57.793368
371,16.176268,40.590763
372,23.058090,42.582243
373,16.657376,31.758886
374,17.062826,44.448071
375,14.755146,58.524549
376,34.518083,40.515458
377,-7.136247,51.045066
378,5.035505,42.264522
379,26.940267,58.219986
380,-4.262319,48.415839
381,-15.229970,39.451957
382,37.534468,32.058971
383,8.606188,57.276860
384,27.647214,40.054812
385,38.203018,42.022757
386,17.558515,43.836404
387,-4.235881,67.065171
388,-15.886756,35.518337
389,-12.529545,67.600983
390,1.877701,62.877670
391,28.083071,46.283128
392,10.288080,70.104640
393,28.876380,33.133863
394,-10.213317,44.440629
395,-7.605065,52.972679
396,9.477219,65.225753
397,2.241530,49.743804
398,19.396508,68.112091
399,12.538010,43.606619
400,37.924718,43.064879
401,25.635623,46.245260
402,34.158989,43.750472
403,-2.847925,51.589258
404,24.812885,51.315255
405,3.957282,64.098677
406,26.062967,42.419118
407,-6.215763,60.557462
408,-7.151897,40.258340
409,27.026181,41.283777
410,28.688989,65.321278
411,19.768198,53.044351
412,13.563458,62.786435
413,-1.175636,54.708769
414,23.491096,32.072004
415,-9.856105,65.799427
416,-17.430276,45.383481
417,16.291494,41.156483
418,-10.837378,31.627898
419,10.196648,60.819393
420,-7.896309,33.505203
421,3.007556,65.538197
422,15.057403,58.271838
423,0.470188,42.968970
424,4.686992,36.819202
425,24.368252,30.029401
426,16.852070,64.665153
427,3.545052,35.824207
428,38.059702,39.071634
429,13.090552,53.957330
430,-4.701897,34.960233
431,-7.924645,44.042470
432,16.395432,37.897200
433,22.243556,59.863425
434,32.927550,41.313271
435,14.981589,41.688156
436,-14.891531,55.794187
437,28.324492,31.837205
438,-13.782341,32.729614
439,-15.302351,35.325414
440,18.611546,57.464177
441,22.624676,50.558061
442,13.602507,52.034246
443,-0.640155,48.396940
444,-16.426005,31.873812
445,16.919090,65.200028
446,4.496754,44.017293
447,6.958171,44.755227
448,8.693843,44.547666
449,36.805718,45.005142
450,-9.552306,32.800001
451,23.077396,65.665357
452,23.493547,64.857130
453,17.786532,45.349144
454,-9.460435,56.056600
455,42.052728,43.160840
456,-8.831323,39.892774
457,33.776169,29.870367
458,33.072963,44.394822
459,36.994957,37.218265
460,-8.345226,55.949027
461,7.016280,42.800843
462,0.801533,36.453382
463,-16.627977,30.583606
464,-11.197536,59.732874
465,28.110027,63.324356
466,25.009817,56.273947
467,28.138970,40.810251
468,-12.039820,33.219261
469,-1.656398,58.199052
470,-17.675460,39.528805
471,-8.228842,59.433348
472,-8.937391,45.813346
473,20.672840,61.592591
474,24.412176,34.514060
475,23.419914,62.275687
476,16.030739,33.340373
477,26.246926,57.167760
478,5.237972,37.209940
479,21.915688,54.409289
480,27.506595,56.658216
481,26.984435,60.243998
482,23.637082,59.369927
483,-10.084601,55.775869
484,40.352643,34.874449
485,-17.479914,39.484845
486,-2.380480,55.914809
487,-2.223340,57.108960
488,-1.810041,43.612549
489,22.039113,53.028411
490,-2.634402,53.951716
491,17.659526,60.993912
492,-3.228362,66.763792
493,10.299071,46.818728
494,35.802856,32.481153
495,-5.730387,40.638454
496,21.008227,50.627241
497,-7.885883,65.791208
498,15.312118,33.239871
499,22.221247,47.831318
500,0.348070,65.172977
501,20.980295,35.688795
502,-10.243565,42.152086
503,-0.564623,67.174941
504,32.423698,41.864548
505,11.266419,37.273896
506,29.219028,34.232432
507,6.176612,56.153239
508,15.787506,35.900131
509,-17.131592,41.242697
510,43.128709,46.388367
511,6.130680,68.500153
512,37.701957,35.456004
513,7.028876,69.594309
514,22.808346,46.022269
515,22.320663,51.594875
516,3.040057,68.339258
517,31.460134,44.470628
518,-8.415923,50.935360
519,14.746640,30.606170
520,10.345830,54.265843
521,10.651463,70.053698
522,-1.036197,65.327696
523,4.971042,67.145516
524,11.120782,52.688077
525,-3.799108,54.088387
526,2.848801,44.183650
527,-5.965042,40.969118
528,23.749888,38.430248
529,17.728938,50.613457
530,-8.279224,61.830056
531,26.456275,66.268104
532,31.576284,30.981596
533,-13.591560,57.073513
534,11.622804,52.154564
535,-16.788222,34.530058
536,-5.912963,56.027104
537,-7.453578,66.353859
538,27.188968,58.334021
539,21.255727,35.719953
540,27.039443,64.619054
541,4.584276,50.734138
542,-9.813557,33.177180
543,-13.580807,54.349822
544,15.640395,61.297354
545,7.862411,58.634194
546,-7.819925,55.121770
547,-11.354236,55.628321
548,-10.898523,38.751231
549,19.581237,58.525749
550,-3.593671,50.302438
551,14.410856,37.658049
552,-6.307088,48.948132
553,-12.723827,30.904951
554,30.066657,62.446105
555,21.906587,37.318639
556,15.189933,34.270176
557,-16.702708,41.959508
558,4.329716,51.515047
559,39.607298,35.044659
560,1.286244,68.092274
561,24.358590,30.977775
562,36.160703,34.837993
563,12.007248,61.411680
564,19.852750,44.892633
565,18.560347,58.112868
566,-12.172392,64.854997
567,18.185912,71.759968
568,18.553962,59.709529
569,3.185841,43.075684
570,-0.681553,58.527131
571,-9.009884,65.008842
572,20.087978,38.589304
573,39.754503,36.901331
574,21.332756,45.701239
575,23.879100,64.068952
576,9.945474,47.115427
577,19.628790,33.202224
578,9.149055,43.987807
579,14.562799,63.022511
580,-11.487103,54.571121
581,10.017811,36.042311
582,7.235463,43.433283
583,18.355782,61.678848
584,-15.383221,32.159524
585,15.513780,62.155511
586,-15.890170,44.508135
587,-8.825891,62.674506
588,-15.376271,35.778143
589,-9.413074,32.015389
590,-10.646091,42.052146
591,10.365017,37.120108
592,-8.443741,41.710787
593,19.312222,51.637847
594,-5.636780,40.058677
595,24.838185,43.463528
596,18.094133,35.963710
597,13.465256,51.308747
598,-2.912952,35.537179
599,1.665116,60.816822
600,0.667341,40.692332
601,7.691307,62.881060
602,33.099822,35.691067
603,-8.429895,55.221936
604,34.551925,30.422635
605,23.533714,45.465578
606,23.884627,45.684309
607,0.629657,38.809707
608,12.468389,40.712183
609,-8.367912,57.505637
610,21.769369,54.604830
611,5.678961,47.532561
612,16.634503,63.578073
613,21.764573,42.169738
614,-15.608920,36.832052
615,-10.991394,55.780705
616,-9.388952,50.984985
617,40.676626,43.144850
618,-3.576721,53.612255
619,-6.189788,61.387958
620,-3.601143,37.217714
621,3.732616,50.520979
622,12.311211,37.634496
623,39.887602,46.818878
624,22.284347,43.920159
625,27.068569,44.417312
626,12.232758,63.536228
627,-12.266939,46.379691
628,7.079323,69.664558
629,-12.781218,46.819472
630,15.787839,66.535405
631,-8.123768,34.155257
632,12.498062,64.357618
633,30.127220,63.828612
634,-3.980551,56.618258
635,13.912843,64.225807
636,26.464651,39.847280
637,3.738967,43.671641
638,19.661982,37.822903
639,0.291062,43.440880
640,17.935923,36.118369
641,10.605278,35.709957
642,1.618649,47.869968
643,16.525507,51.797833
644,-12.192056,37.191875
645,32.096744,44.678083
646,-7.603708,41.882431
647,22.480158,42.026803
648,14.742416,38.573605
649,36.841831,30.630719
650,10.474927,65.370068
651,-13.645595,46.484958
652,38.411490,36.513772
653,4.790235,57.070499
654,18.214742,64.928994
655,33.749407,38.464030
656,35.936781,44.519451
657,-11.608458,67.634169
658,7.971698,66.886176
659,-8.799174,53.892212
660,20.502995,30.400369
661,-8.639732,50.813791
662,19.620535,57.156676
663,8.769636,46.246764
664,-1.487237,40.874389
665,-3.691727,42.637583
666,11.494605,66.544140
667,-4.784519,38.984928
668,23.498363,50.439669
669,11.201668,54.539877
670,22.674041,30.300660
671,8.351821,55.805982
672,27.070928,64.186831
673,-13.865617,62.320544
674,21.044607,38.116713
675,-8.203544,64.674449
676,-12.870980,37.712352
677,4.565792,63.293015
678,-7.118749,62.936459
679,14.048938,59.996983
680,19.393390,63.114457
681,14.229163,63.555549
682,2.888572,53.687682
683,-1.965481,65.947568
684,-2.390126,53.915800
685,20.555084,59.349679
686,14.209657,55.062556
687,-8.664198,67.673001
688,-14.406093,54.738485
689,31.686868,31.363148
690,31.745436,61.652320
691,-3.259728,47.539270
692,1.917065,49.041403
693,18.150550,49.537105
694,-8.717250,52.577901
695,22.072151,53.254780
696,-14.380336,32.594856
697,35.959343,34.258864
698,28.508063,37.501864
699,25.685677,32.018781
700,16.297838,67.962980
701,-10.124881,52.646393
702,-12.888554,64.491402
703,40.043554,44.256169
704,24.147383,56.364885
705,18.310083,36.539324
706,20.800472,55.692506
707,39.361944,40.726003
708,-10.836180,33.113293
709,-9.390525,59.049277
710,26.198039,46.763502
711,27.356622,44.507925
712,3.637609,65.251761
713,41.379570,42.234438
714,4.740960,53.678058
715,28.506681,40.619910
716,2.813406,60.633458
717,-5.670506,55.024216
718,20.107499,39.388616
719,16.958819,44.187311
720,13.675623,38.996603
721,41.587972,39.088736
722,17.124145,46.079012
723,35.768415,32.266911
724,15.744367,52.443532
725,26.245880,64.203935
726,30.666173,45.702820
727,-5.174791,54.772403
728,18.089331,35.580453
729,18.587658,31.523547
730,2.864390,49.125947
731,-1.211135,40.416403
732,-13.657874,34.428117
733,10.818032,39.289389
734,14.668727,49.963156
735,-7.147264,55.610760
736,28.744620,33.005078
737,16.750959,46.161212
738,-3.940210,51.277502
739,1.268720,68.186788
740,-5.197939,51.284454
741,29.146501,60.088472
742,5.539417,57.333349
743,-15.415340,53.236139
744,14.318830,66.516997
745,12.344060,69.787041
746,-11.471005,43.929922
747,13.941179,41.918449
748,23.245458,65.682492
749,-4.690479,38.415875
750,20.853506,45.945452
751,-6.478488,62.492824
752,-7.888776,40.108100
753,36.343623,35.625021
754,5.291454,62.182283
755,-7.145049,58.134492
756,6.011773,45.132635
757,15.919250,30.500383
758,-10.728176,66.442528
759,23.020918,51.620124
760,1.357380,50.011970
761,25.019662,56.803612
762,25.650537,54.102962
763,26.240299,51.273564
764,-12.664154,36.743599
765,-5.452201,50.850007
766,-0.605396,40.697795
767,1.511543,56.699062
768,28.715908,42.366349
769,19.329776,70.294273
770,-17.494694,36.391182
771,10.277105,54.021666
772,-3.957615,47.742616
773,20.842398,49.585585
774,-2.715154,47.808211
775,39.455017,46.428866
776,21.368968,30.208726
777,16.140685,55.817754
778,-1.663885,39.524715
779,26.729053,52.707613
780,-12.583453,29.853734
781,-5.835093,42.402314
782,17.176173,41.559247
783,23.337775,32.703381
784,21.839308,30.727006
785,1.196909,67.854482
786,33.882679,41.824172
787,14.853199,67.459834
788,20.252097,58.281875
789,18.620297,38.299734
790,-4.837600,33.227864
791,-4.058508,55.093873
792,20.912383,50.060034
793,26.707307,61.077516
794,-0.513019,60.437236
795,-0.610864,56.429307
796,-10.813673,35.196951
797,1.508221,61.188382
798,26.539382,51.452095
799,-6.593358,55.581990
800,17.316903,64.004408
801,23.978157,42.131156
802,-1.406816,68.696736
803,34.176795,39.635754
804,-17.095860,41.518479
805,9.435839,35.432357
806,19.886591,43.483198
807,17.773591,63.331604
808,8.122054,64.453232
809,8.417763,40.223990
810,-12.467206,31.456858
811,-13.946013,61.095021
812,18.461093,32.440212
813,29.810626,39.452414
814,25.466963,52.607136
815,27.648624,37.811716
816,19.569433,62.787451
817,-2.497774,35.849186
818,8.131114,64.620929
819,10.728641,60.064650
820,16.612030,38.249347
821,14.387416,65.427883
822,25.119225,49.998587
823,20.223368,37.672051
824,-13.026870,31.219086
825,12.016676,41.786942
826,-6.103034,49.127174
827,14.794519,70.603577
828,3.307346,41.915593
829,-10.287359,41.956661
830,-2.203244,56.543537
831,24.984162,41.833699
832,-9.368334,49.915770
833,19.655407,40.719695
834,0.708798,61.901156
835,-3.440360,54.184357
836,4.903237,45.034622
837,10.835717,33.599422
838,-15.083020,44.301701
839,27.557067,58.898411
840,10.440552,41.637627
841,-9.020222,33.595511
842,27.691397,35.781007
843,0.598949,59.540105
844,20.301940,66.030528
845,34.039033,29.625264
846,-12.075713,47.408661
847,20.247561,63.224439
848,41.462543,46.221194
849,24.531158,43.224255
850,2.559743,56.993355
851,-7.505175,66.896107
852,37.889186,45.082028
853,-9.793764,38.423695
854,11.554424,52.804544
855,-5.807236,59.660494
856,-2.658542,62.717260
857,-3.633822,61.145836
858,33.798203,39.130847
859,9.935814,46.194124
860,37.891966,35.678197
861,17.325844,32.289082
862,-6.911307,32.607082
863,2.016931,59.274313
864,26.058679,38.839747
865,-4.670813,58.278346
866,4.335317,40.436834
867,4.069071,42.384727
868,12.839274,46.190649
869,25.633665,52.147682
870,33.643153,33.248771
871,17.038982,40.042974
872,33.027230,42.168034
873,5.185534,53.428032
874,-14.118421,43.288668
875,16.074845,41.235682
876,-12.079373,39.440126
877,22.054311,51.931276
878,6.342379,42.463693
879,38.971387,34.004015
880,-1.332841,37.221058
881,23.054087,56.722849
882,-4.808215,63.081140
883,20.408456,61.830002
884,17.532453,63.785348
885,14.730034,66.894481
886,31.242875,31.795856
887,1.705753,41.917362
888,-6.905810,48.340597
889,-5.476740,37.446481
890,27.928756,28.948374
891,-6.943031,39.756305
892,27.822365,47.357110
893,-1.234449,64.008702
894,34.200926,37.436740
895,-1.942799,65.025124
896,17.955160,46.429582
897,31.158974,33.311649
898,-1.558432,60.406758
899,10.419989,35.227509
900,0.969054,59.333944
901,-16.313159,46.736140
902,-3.637934,55.872371
903,-4.888969,57.660972
904,1.434986,64.684158
905,23.216447,33.275598
906,-5.492729,54.487581
907,-15.927452,42.169696
908,26.355919,36.721262
909,11.200370,58.882129
910,14.894363,32.861173
911,-6.581966,58.033960
912,-9.253315,37.415121
913,7.546624,69.285103
914,2.646468,65.219578
915,-10.132975,47.374596
916,17.546614,43.277655
917,23.129277,33.245430
918,33.591287,32.487382
919,-2.555693,41.454494
920,3.720032,38.226540
921,5.574088,48.648022
922,21.136936,36.577551
923,20.421068,59.454198
924,31.633202,45.118994
925,16.177873,58.141267
926,6.587618,65.402753
927,26.476792,57.039638
928,37.463250,40.821569
929,19.168221,49.826439
930,-1.318350,38.986604
931,-11.791297,41.299947
932,16.013059,41.817876
933,-9.675164,66.363669
934,-10.554700,47.481092
935,23.482696,31.662103
936,5.555676,48.406574
937,31.679770,37.021443
938,-8.605158,68.156534
939,6.636972,43.219779
940,37.042918,33.772760
941,5.922359,45.217259
942,32.927059,40.016753
943,-6.644567,52.047649
944,-14.561369,41.732683
945,39.194961,47.049287
946,-11.042027,51.301459
947,35.574274,46.831394
948,-11.456597,32.953382
949,40.950164,40.732067
950,3.698348,62.027582
951,30.576702,32.653836
952,7.425284,45.168648
953,10.034032,65.191051
954,24.851258,66.917897
955,13.478652,54.053807
956,-11.469763,45.654469
957,-6.569400,49.345367
958,29.777686,29.123359
959,5.575221,47.131512
960,12.599894,42.285589
961,13.386400,43.955391
962,-10.685707,35.798493
963,18.649028,57.999651
964,17.606900,62.789312
965,-8.191091,52.515537
966,22.834303,43.097426
967,-5.121226,53.244726
968,-6.267323,62.026786
969,20.582839,49.772314
970,1.780525,55.974180
971,22.753607,47.146749
972,8.745744,47.487823
973,16.268414,59.122013
974,-13.426816,39.931622
975,17.968515,39.997333
976,18.574266,47.460562
977,19.565918,46.947409
978,24.706167,39.294644
979,-1.355048,43.734568
980,22.207890,64.141678
981,11.748146,55.872998
982,-12.986192,38.588350
983,27.655816,64.246748
984,15.136971,41.372891
985,-6.045009,36.645787
986,17.588417,34.983164
987,22.917684,61.295288
988,1.254321,68.150593
989,8.892309,55.817620
990,-13.079631,50.771116
991,28.372482,43.816270
992,36.383642,37.246531
993,22.719516,30.540534
994,-10.941606,35.406733
995,23.491247,47.005614
996,-6.106001,36.347838
997,6.723399,50.782800
998,22.262241,46.604140
999,-15.815651,43.851637
1000,-8.630048,44.986393
1001,-4.401796,57.175772
1002,17.868504,34.261507
1003,-7.379260,66.997356
1004,-12.048099,52.387128
1005,-10.566721,66.705338
1006,13.271767,35.086400
1007,27.491491,56.313869
1008,28.139117,39.765065
1009,19.587159,46.739624
1010,27.308940,44.421505
1011,-1.041644,56.861830
1012,12.921975,47.796129
1013,11.357590,50.068254
1014,-11.108119,31.270760
1015,-9.161861,42.282314
1016,-14.964697,50.213676
1017,-7.672495,52.724320
1018,27.649247,57.334574
1019,16.226291,44.962871
1020,-1.075917,53.878781
1021,-5.142413,53.211563
1022,6.702855,48.891799
1023,7.450909,69.610042
1024,0.738021,37.263546
1025,41.394845,41.760051
1026,26.715922,52.134236
1027,-5.584259,56.465236
1028,-7.288703,34.886852
1029,12.149021,61.308485
1030,17.757404,66.779721
1031,2.550721,67.488061
1032,-14.845498,51.350705
1033,6.149801,47.025214
1034,-11.821201,46.297737
1035,37.831422,38.610212
1036,1.226359,50.805759
1037,19.718667,58.576449
1038,-1.922107,34.650746
1039,-2.321416,56.993010
1040,2.636840,47.436293
1041,27.406489,32.375019
1042,12.345543,40.377404
1043,27.968668,33.612528
1044,-9.719430,63.185332
1045,10.317801,67.646712
1046,-11.156396,56.662332
1047,25.915359,48.408567
1048,5.700795,63.877481
1049,34.322959,33.257017
1050,-10.984476,61.689186
1051,16.205707,67.057820
1052,21.869519,42.364332
1053,10.177946,53.896196
1054,12.538287,61.527266
1055,0.008266,37.334832
1056,8.855861,66.772633
1057,-8.935462,47.445450
1058,-15.731309,32.514308
1059,11.865812,51.261832
1060,-8.472941,46.261878
1061,18.384376,48.459001
1062,-10.675267,45.225025
1063,-11.100181,35.426975
1064,29.853486,61.133954
1065,-7.615452,53.706035
1066,13.679394,45.886213
1067,37.045495,35.798143
1068,6.436509,44.738142
1069,-15.593046,46.040108
1070,-2.625736,60.830038
1071,18.998186,35.096677
1072,-11.393162,29.228690
1073,28.716131,42.950605
1074,-0.835035,38.981669
1075,-1.479006,43.374604
1076,14.800459,38.977577
1077,-9.259015,44.555392
1078,15.990051,36.953707
1079,-0.021782,68.122559
1080,41.115807,38.765484
1081,26.619356,31.557037
1082,39.987582,37.283508
1083,-6.467573,35.921490
1084,2.668975,68.119754
1085,-12.400264,32.979444
1086,-8.984972,67.366020
1087,8.818384,61.182271
1088,27.384772,56.382900
1089,28.786496,29.468993
1090,29.336285,33.382368
1091,20.853162,30.343797
1092,-6.378091,60.595594
1093,-7.975943,43.185372
1094,25.565792,65.301531
1095,17.816561,31.029369
1096,40.017801,35.108435
1097,-14.524716,38.009842
1098,-2.122145,35.060190
1099,19.259489,37.486147
1100,-12.751078,48.168435
1101,12.119375,69.254980
1102,-17.648602,38.206846
1103,16.044611,64.476977
1104,-15.476865,45.671282
1105,0.386909,45.471959
1106,1.925381,50.370369
1107,-13.769650,43.836790
1108,35.116818,37.469772
1109,25.714060,62.082587
1110,4.961383,64.753291
1111,-11.216339,58.388977
1112,-8.769034,38.338688
1113,-3.827708,60.226535
1114,-7.465741,47.717402
1115,-6.086268,50.838790
1116,-14.776900,41.304173
1117,4.470855,62.559962
1118,-8.710133,67.166539
1119,14.900533,44.059850
1120,19.935327,61.308121
1121,23.716051,66.374924
